 ab inito points for HO2 Data: 2007/3/17. modifie le 29oct2007: th = 0.0, 180.0   
   n1 n2  n3    r(OH)       th(OOH)      r(OO)      V(MRCI) 
  14   3  35    3.200000   20.000000    7.060000  -150.53821680
  14   3  36    3.200000   20.000000    7.300000  -150.53839605
  14   3  37    3.200000   20.000000    8.000000  -150.53635843
  14   3  38    3.200000   20.000000    8.800000  -150.53647370
  14   3  39    3.200000   20.000000    9.500000  -150.53644721
  14   3  40    3.200000   20.000000   11.000000  -150.53642799
  14   3  41    3.200000   20.000000   12.500000  -150.53642281
  14   3  42    3.200000   20.000000   14.000000  -150.53641800
  14   3  43    3.200000   20.000000   16.000000  -150.53641677
  14   3  44    3.200000   20.000000   20.000000  -150.53641038
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  14   4   1    3.200000   30.000000    1.400000  -149.50567441
  14   4   2    3.200000   30.000000    1.650000  -150.26914384
  14   4   3    3.200000   30.000000    1.900000  -150.58914729
  14   4   4    3.200000   30.000000    2.100000  -150.69763245
  14   4   5    3.200000   30.000000    2.200000  -150.72426896
  14   4   6    3.200000   30.000000    2.250000  -150.73286320
  14   4   7    3.200000   30.000000    2.300000  -150.73893799
  14   4   8    3.200000   30.000000    2.400000  -150.74507974
  14   4   9    3.200000   30.000000    2.500000  -150.74534277
  14   4  10    3.200000   30.000000    2.550000  -150.74392804
  14   4  11    3.200000   30.000000    2.600000  -150.74177002
  14   4  12    3.200000   30.000000    2.700000  -150.73592199
  14   4  13    3.200000   30.000000    2.800000  -150.72895375
  14   4  14    3.200000   30.000000    3.000000  -150.71457105
  14   4  15    3.200000   30.000000    3.250000  -150.69885357
  14   4  16    3.200000   30.000000    3.500000  -150.68532845
  14   4  17    3.200000   30.000000    3.700000  -150.67449639
  14   4  18    3.200000   30.000000    3.800000  -150.66871301
  14   4  19    3.200000   30.000000    3.970000  -150.65805315
  14   4  20    3.200000   30.000000    4.200000  -150.64181921
  14   4  21    3.200000   30.000000    4.690000  -150.60223384
  14   4  22    3.200000   30.000000    4.800000  -150.59301704
  14   4  23    3.200000   30.000000    4.950000  -150.58060082
  14   4  24    3.200000   30.000000    5.310000  -150.54752544
  14   4  25    3.200000   30.000000    5.500000  -150.53912588
  14   4  26    3.200000   30.000000    5.660000  -150.53654229
  14   4  27    3.200000   30.000000    5.770000  -150.53647895
  14   4  28    3.200000   30.000000    6.000000  -150.53680625
  14   4  29    3.200000   30.000000    6.220000  -150.53724259
  14   4  30    3.200000   30.000000    6.500000  -150.53764317
  14   4  31    3.200000   30.000000    6.650000  -150.53777112
  14   4  32    3.200000   30.000000    7.300000  -150.53798136
  14   4  33    3.200000   30.000000    8.000000  -150.53661707
  14   4  34    3.200000   30.000000    8.800000  -150.53654646
  14   4  35    3.200000   30.000000    9.500000  -150.53650330
  14   4  36    3.200000   30.000000   11.000000  -150.53645067
  14   4  37    3.200000   30.000000   12.500000  -150.53642867
  14   4  38    3.200000   30.000000   14.000000  -150.53642316
  14   4  39    3.200000   30.000000   16.000000  -150.53642693
  14   4  40    3.200000   30.000000   20.000000  -150.53643038
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  14   5   1    3.200000   40.000000    1.400000  -149.53225449
  14   5   2    3.200000   40.000000    1.650000  -150.28006937
  14   5   3    3.200000   40.000000    1.900000  -150.58467809
  14   5   4    3.200000   40.000000    2.100000  -150.68798027
  14   5   5    3.200000   40.000000    2.200000  -150.71479229
  14   5   6    3.200000   40.000000    2.250000  -150.72397736
  14   5   7    3.200000   40.000000    2.300000  -150.73088575
  14   5   8    3.200000   40.000000    2.400000  -150.73913925
  14   5   9    3.200000   40.000000    2.500000  -150.74164899
  14   5  10    3.200000   40.000000    2.550000  -150.74124404
  14   5  11    3.200000   40.000000    2.600000  -150.73994116
  14   5  12    3.200000   40.000000    2.700000  -150.73514543
  14   5  13    3.200000   40.000000    2.800000  -150.72811195
  14   5  14    3.200000   40.000000    3.000000  -150.70975128
  14   5  15    3.200000   40.000000    3.250000  -150.68284002
  14   5  16    3.200000   40.000000    3.500000  -150.65505620
  14   5  17    3.200000   40.000000    3.800000  -150.62348410
  14   5  18    3.200000   40.000000    4.200000  -150.58678651
  14   5  19    3.200000   40.000000    4.640000  -150.54735781
  14   5  20    3.200000   40.000000    4.800000  -150.54039240
  14   5  21    3.200000   40.000000    4.900000  -150.53843386
  14   5  22    3.200000   40.000000    5.030000  -150.53695768
  14   5  23    3.200000   40.000000    5.160000  -150.53617419
  14   5  24    3.200000   40.000000    5.280000  -150.53594363
  14   5  25    3.200000   40.000000    5.500000  -150.53611383
  14   5  26    3.200000   40.000000    5.650000  -150.53638893
  14   5  27    3.200000   40.000000    6.110000  -150.53719612
  14   5  28    3.200000   40.000000    6.500000  -150.53755436
  14   5  29    3.200000   40.000000    7.300000  -150.53751665
  14   5  30    3.200000   40.000000    8.000000  -150.53671711
  14   5  31    3.200000   40.000000    8.800000  -150.53660684
  14   5  32    3.200000   40.000000    9.500000  -150.53652445
  14   5  33    3.200000   40.000000   11.000000  -150.53646650
  14   5  34    3.200000   40.000000   12.500000  -150.53643826
  14   5  35    3.200000   40.000000   14.000000  -150.53642912
  14   5  36    3.200000   40.000000   16.000000  -150.53643096
  14   5  37    3.200000   40.000000   20.000000  -150.53643038
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  14   6   1    3.200000   50.000000    1.400000  -149.53586382
  14   6   2    3.200000   50.000000    1.650000  -150.26854733
  14   6   3    3.200000   50.000000    1.900000  -150.55631983
  14   6   4    3.200000   50.000000    2.100000  -150.64599276
  14   6   5    3.200000   50.000000    2.200000  -150.66782559
  14   6   6    3.200000   50.000000    2.250000  -150.67508952
  14   6   7    3.200000   50.000000    2.300000  -150.68043191
  14   6   8    3.200000   50.000000    2.400000  -150.68647347
  14   6   9    3.200000   50.000000    2.500000  -150.68772790
  14   6  10    3.200000   50.000000    2.550000  -150.68695990
  14   6  11    3.200000   50.000000    2.600000  -150.68542112
  14   6  12    3.200000   50.000000    2.700000  -150.68042187
  14   6  13    3.200000   50.000000    2.800000  -150.67341474
  14   6  14    3.200000   50.000000    3.000000  -150.65544327
  14   6  15    3.200000   50.000000    3.250000  -150.62935410
  14   6  16    3.200000   50.000000    3.500000  -150.60279261
  14   6  17    3.200000   50.000000    3.800000  -150.57361421
  14   6  18    3.200000   50.000000    4.200000  -150.54475778
  14   6  19    3.200000   50.000000    4.410000  -150.53943482
  14   6  20    3.200000   50.000000    4.560000  -150.53788558
  14   6  21    3.200000   50.000000    4.690000  -150.53719044
  14   6  22    3.200000   50.000000    4.800000  -150.53687904
  14   6  23    3.200000   50.000000    4.960000  -150.53670750
  14   6  24    3.200000   50.000000    5.500000  -150.53702600
  14   6  25    3.200000   50.000000    6.500000  -150.53745981
  14   6  26    3.200000   50.000000    7.300000  -150.53729000
  14   6  27    3.200000   50.000000    8.000000  -150.53671684
  14   6  28    3.200000   50.000000    8.800000  -150.53659615
  14   6  29    3.200000   50.000000    9.500000  -150.53653209
  14   6  30    3.200000   50.000000   11.000000  -150.53647819
  14   6  31    3.200000   50.000000   12.500000  -150.53644588
  14   6  32    3.200000   50.000000   14.000000  -150.53643476
  14   6  33    3.200000   50.000000   16.000000  -150.53643450
  14   6  34    3.200000   50.000000   20.000000  -150.53643038
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  14   7   1    3.200000   60.000000    1.400000  -149.52746178
  14   7   2    3.200000   60.000000    1.650000  -150.25131409
  14   7   3    3.200000   60.000000    1.900000  -150.53285265
  14   7   4    3.200000   60.000000    2.100000  -150.61172853
  14   7   5    3.200000   60.000000    2.200000  -150.62651644
  14   7   6    3.200000   60.000000    2.250000  -150.63022757
  14   7   7    3.200000   60.000000    2.300000  -150.63234956
  14   7   8    3.200000   60.000000    2.400000  -150.63402431
  14   7   9    3.200000   60.000000    2.500000  -150.63409480
  14   7  10    3.200000   60.000000    2.550000  -150.63370300
  14   7  11    3.200000   60.000000    2.600000  -150.63296501
  14   7  12    3.200000   60.000000    2.700000  -150.63030045
  14   7  13    3.200000   60.000000    2.800000  -150.62605113
  14   7  14    3.200000   60.000000    3.000000  -150.61366615
  14   7  15    3.200000   60.000000    3.250000  -150.59405649
  14   7  16    3.200000   60.000000    3.390000  -150.58235454
  14   7  17    3.200000   60.000000    3.500000  -150.57327837
  14   7  18    3.200000   60.000000    3.800000  -150.55401472
  14   7  19    3.200000   60.000000    4.200000  -150.54278918
  14   7  20    3.200000   60.000000    4.800000  -150.53860600
  14   7  21    3.200000   60.000000    5.500000  -150.53773674
  14   7  22    3.200000   60.000000    6.500000  -150.53729726
  14   7  23    3.200000   60.000000    7.300000  -150.53689888
  14   7  24    3.200000   60.000000    8.000000  -150.53669426
  14   7  25    3.200000   60.000000    8.800000  -150.53658571
  14   7  26    3.200000   60.000000    9.500000  -150.53653239
  14   7  27    3.200000   60.000000   11.000000  -150.53648234
  14   7  28    3.200000   60.000000   12.500000  -150.53645066
  14   7  29    3.200000   60.000000   14.000000  -150.53643911
  14   7  30    3.200000   60.000000   16.000000  -150.53643739
  14   7  31    3.200000   60.000000   20.000000  -150.53643038
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  14   8   1    3.200000   70.000000    1.400000  -149.52259284
  14   8   2    3.200000   70.000000    1.650000  -150.24308802
  14   8   3    3.200000   70.000000    1.900000  -150.53245613
  14   8   4    3.200000   70.000000    2.100000  -150.61291702
  14   8   5    3.200000   70.000000    2.200000  -150.62729849
  14   8   6    3.200000   70.000000    2.250000  -150.63037896
  14   8   7    3.200000   70.000000    2.300000  -150.63136483
  14   8   8    3.200000   70.000000    2.400000  -150.62860810
  14   8   9    3.200000   70.000000    2.500000  -150.62176634
  14   8  10    3.200000   70.000000    2.550000  -150.61763202
  14   8  11    3.200000   70.000000    2.600000  -150.61365473
  14   8  12    3.200000   70.000000    2.700000  -150.61098810
  14   8  13    3.200000   70.000000    2.800000  -150.60854953
  14   8  14    3.200000   70.000000    3.000000  -150.59952764
  14   8  15    3.200000   70.000000    3.250000  -150.58401630
  14   8  16    3.200000   70.000000    3.500000  -150.56877942
  14   8  17    3.200000   70.000000    3.800000  -150.55505301
  14   8  18    3.200000   70.000000    4.030000  -150.54839752
  14   8  19    3.200000   70.000000    4.200000  -150.54516519
  14   8  20    3.200000   70.000000    4.800000  -150.53988284
  14   8  21    3.200000   70.000000    5.500000  -150.53805296
  14   8  22    3.200000   70.000000    6.500000  -150.53712060
  14   8  23    3.200000   70.000000    7.300000  -150.53686626
  14   8  24    3.200000   70.000000    8.000000  -150.53665720
  14   8  25    3.200000   70.000000    8.800000  -150.53657155
  14   8  26    3.200000   70.000000    9.500000  -150.53652849
  14   8  27    3.200000   70.000000   11.000000  -150.53648403
  14   8  28    3.200000   70.000000   12.500000  -150.53645383
  14   8  29    3.200000   70.000000   14.000000  -150.53644268
  14   8  30    3.200000   70.000000   16.000000  -150.53643977
  14   8  31    3.200000   70.000000   20.000000  -150.53643038
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  14   9   1    3.200000   80.000000    1.400000  -149.53016377
  14   9   2    3.200000   80.000000    1.530000  -149.97154972
  14   9   3    3.200000   80.000000    1.650000  -150.25201345
  14   9   4    3.200000   80.000000    1.900000  -150.54457807
  14   9   5    3.200000   80.000000    2.100000  -150.62715948
  14   9   6    3.200000   80.000000    2.200000  -150.64282001
  14   9   7    3.200000   80.000000    2.250000  -150.64664226
  14   9   8    3.200000   80.000000    2.300000  -150.64845473
  14   9   9    3.200000   80.000000    2.400000  -150.64764436
  14   9  10    3.200000   80.000000    2.500000  -150.64310137
  14   9  11    3.200000   80.000000    2.550000  -150.64007294
  14   9  12    3.200000   80.000000    2.600000  -150.63676038
  14   9  13    3.200000   80.000000    2.700000  -150.62966535
  14   9  14    3.200000   80.000000    2.800000  -150.62226255
  14   9  15    3.200000   80.000000    3.000000  -150.60702350
  14   9  16    3.200000   80.000000    3.250000  -150.58832819
  14   9  17    3.200000   80.000000    3.500000  -150.57201996
  14   9  18    3.200000   80.000000    3.800000  -150.55762470
  14   9  19    3.200000   80.000000    4.200000  -150.54681914
  14   9  20    3.200000   80.000000    4.800000  -150.54048117
  14   9  21    3.200000   80.000000    5.500000  -150.53811691
  14   9  22    3.200000   80.000000    6.500000  -150.53706259
  14   9  23    3.200000   80.000000    7.300000  -150.53676179
  14   9  24    3.200000   80.000000    8.000000  -150.53663655
  14   9  25    3.200000   80.000000    8.800000  -150.53655931
  14   9  26    3.200000   80.000000    9.500000  -150.53652283
  14   9  27    3.200000   80.000000   11.000000  -150.53647165
  14   9  28    3.200000   80.000000   12.500000  -150.53645574
  14   9  29    3.200000   80.000000   14.000000  -150.53644576
  14   9  30    3.200000   80.000000   16.000000  -150.53644205
  14   9  31    3.200000   80.000000   20.000000  -150.53643038
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  14  10   1    3.200000   90.000000    1.400000  -149.54524154
  14  10   2    3.200000   90.000000    1.650000  -150.26957714
  14  10   3    3.200000   90.000000    1.900000  -150.55999393
  14  10   4    3.200000   90.000000    2.100000  -150.64286169
  14  10   5    3.200000   90.000000    2.200000  -150.65886293
  14  10   6    3.200000   90.000000    2.250000  -150.66285929
  14  10   7    3.200000   90.000000    2.300000  -150.66482748
  14  10   8    3.200000   90.000000    2.400000  -150.66417839
  14  10   9    3.200000   90.000000    2.500000  -150.65933479
  14  10  10    3.200000   90.000000    2.550000  -150.65588617
  14  10  11    3.200000   90.000000    2.600000  -150.65197274
  14  10  12    3.200000   90.000000    2.700000  -150.64321496
  14  10  13    3.200000   90.000000    2.800000  -150.63378086
  14  10  14    3.200000   90.000000    3.000000  -150.61457200
  14  10  15    3.200000   90.000000    3.250000  -150.59243377
  14  10  16    3.200000   90.000000    3.500000  -150.57430471
  14  10  17    3.200000   90.000000    3.800000  -150.55886740
  14  10  18    3.200000   90.000000    4.200000  -150.54739611
  14  10  19    3.200000   90.000000    4.800000  -150.54061260
  14  10  20    3.200000   90.000000    5.500000  -150.53808909
  14  10  21    3.200000   90.000000    6.500000  -150.53702958
  14  10  22    3.200000   90.000000    7.300000  -150.53673551
  14  10  23    3.200000   90.000000    8.000000  -150.53661695
  14  10  24    3.200000   90.000000    8.800000  -150.53655038
  14  10  25    3.200000   90.000000    9.500000  -150.53651526
  14  10  26    3.200000   90.000000   11.000000  -150.53647181
  14  10  27    3.200000   90.000000   12.500000  -150.53645609
  14  10  28    3.200000   90.000000   14.000000  -150.53644673
  14  10  29    3.200000   90.000000   16.000000  -150.53643311
  14  10  30    3.200000   90.000000   20.000000  -150.53643038
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  14  11   1    3.200000  100.000000    1.400000  -149.55855173
  14  11   2    3.200000  100.000000    1.650000  -150.28580104
  14  11   3    3.200000  100.000000    1.900000  -150.57282302
  14  11   4    3.200000  100.000000    2.100000  -150.65461626
  14  11   5    3.200000  100.000000    2.200000  -150.67018711
  14  11   6    3.200000  100.000000    2.250000  -150.67395356
  14  11   7    3.200000  100.000000    2.300000  -150.67566715
  14  11   8    3.200000  100.000000    2.400000  -150.67439511
  14  11   9    3.200000  100.000000    2.500000  -150.66874464
  14  11  10    3.200000  100.000000    2.550000  -150.66481968
  14  11  11    3.200000  100.000000    2.600000  -150.66038413
  14  11  12    3.200000  100.000000    2.700000  -150.65047609
  14  11  13    3.200000  100.000000    2.800000  -150.63980494
  14  11  14    3.200000  100.000000    3.000000  -150.61817716
  14  11  15    3.200000  100.000000    3.250000  -150.59373436
  14  11  16    3.200000  100.000000    3.500000  -150.57438384
  14  11  17    3.200000  100.000000    3.800000  -150.55847605
  14  11  18    3.200000  100.000000    4.200000  -150.54703929
  14  11  19    3.200000  100.000000    4.800000  -150.54042708
  14  11  20    3.200000  100.000000    5.500000  -150.53800047
  14  11  21    3.200000  100.000000    6.500000  -150.53697894
  14  11  22    3.200000  100.000000    7.300000  -150.53671138
  14  11  23    3.200000  100.000000    8.000000  -150.53660535
  14  11  24    3.200000  100.000000    8.800000  -150.53654341
  14  11  25    3.200000  100.000000    9.500000  -150.53651416
  14  11  26    3.200000  100.000000   11.000000  -150.53647147
  14  11  27    3.200000  100.000000   12.500000  -150.53645656
  14  11  28    3.200000  100.000000   14.000000  -150.53644519
  14  11  29    3.200000  100.000000   16.000000  -150.53644160
  14  11  30    3.200000  100.000000   20.000000  -150.53643038
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  14  12   1    3.200000  110.000000    1.400000  -149.56597102
  14  12   2    3.200000  110.000000    1.650000  -150.29534787
  14  12   3    3.200000  110.000000    1.900000  -150.58010486
  14  12   4    3.200000  110.000000    2.100000  -150.66068999
  14  12   5    3.200000  110.000000    2.200000  -150.67569706
  14  12   6    3.200000  110.000000    2.250000  -150.67917284
  14  12   7    3.200000  110.000000    2.300000  -150.68058525
  14  12   8    3.200000  110.000000    2.400000  -150.67867112
  14  12   9    3.200000  110.000000    2.500000  -150.67231993
  14  12  10    3.200000  110.000000    2.550000  -150.66802462
  14  12  11    3.200000  110.000000    2.600000  -150.66320476
  14  12  12    3.200000  110.000000    2.700000  -150.65250509
  14  12  13    3.200000  110.000000    2.800000  -150.64103480
  14  12  14    3.200000  110.000000    3.000000  -150.61791107
  14  12  15    3.200000  110.000000    3.250000  -150.59210273
  14  12  16    3.200000  110.000000    3.500000  -150.57223956
  14  12  17    3.200000  110.000000    3.800000  -150.55659385
  14  12  18    3.200000  110.000000    4.200000  -150.54592384
  14  12  19    3.200000  110.000000    4.800000  -150.54002541
  14  12  20    3.200000  110.000000    5.500000  -150.53787433
  14  12  21    3.200000  110.000000    6.500000  -150.53694794
  14  12  22    3.200000  110.000000    7.300000  -150.53670012
  14  12  23    3.200000  110.000000    8.000000  -150.53659949
  14  12  24    3.200000  110.000000    8.800000  -150.53654020
  14  12  25    3.200000  110.000000    9.500000  -150.53651180
  14  12  26    3.200000  110.000000   11.000000  -150.53647003
  14  12  27    3.200000  110.000000   12.500000  -150.53645522
  14  12  28    3.200000  110.000000   14.000000  -150.53644318
  14  12  29    3.200000  110.000000   16.000000  -150.53643958
  14  12  30    3.200000  110.000000   20.000000  -150.53643038
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  14  13   1    3.200000  120.000000    1.400000  -149.56675094
  14  13   2    3.200000  120.000000    1.650000  -150.29808454
  14  13   3    3.200000  120.000000    1.900000  -150.58179866
  14  13   4    3.200000  120.000000    2.100000  -150.66153072
  14  13   5    3.200000  120.000000    2.200000  -150.67609664
  14  13   6    3.200000  120.000000    2.250000  -150.67934397
  14  13   7    3.200000  120.000000    2.300000  -150.68052179
  14  13   8    3.200000  120.000000    2.400000  -150.67811941
  14  13   9    3.200000  120.000000    2.500000  -150.67125620
  14  13  10    3.200000  120.000000    2.550000  -150.66669825
  14  13  11    3.200000  120.000000    2.600000  -150.66161315
  14  13  12    3.200000  120.000000    2.700000  -150.65038285
  14  13  13    3.200000  120.000000    2.800000  -150.63840105
  14  13  14    3.200000  120.000000    3.000000  -150.61437734
  14  13  15    3.200000  120.000000    3.250000  -150.58786848
  14  13  16    3.200000  120.000000    3.500000  -150.56811709
  14  13  17    3.200000  120.000000    3.800000  -150.55345831
  14  13  18    3.200000  120.000000    4.200000  -150.54424029
  14  13  19    3.200000  120.000000    4.800000  -150.53947887
  14  13  20    3.200000  120.000000    5.500000  -150.53773350
  14  13  21    3.200000  120.000000    6.500000  -150.53692558
  14  13  22    3.200000  120.000000    7.300000  -150.53669864
  14  13  23    3.200000  120.000000    8.000000  -150.53659674
  14  13  24    3.200000  120.000000    8.800000  -150.53653831
  14  13  25    3.200000  120.000000    9.500000  -150.53651012
  14  13  26    3.200000  120.000000   11.000000  -150.53646896
  14  13  27    3.200000  120.000000   12.500000  -150.53645400
  14  13  28    3.200000  120.000000   14.000000  -150.53644230
  14  13  29    3.200000  120.000000   16.000000  -150.53644164
  14  13  30    3.200000  120.000000   20.000000  -150.53643038
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  14  14   1    3.200000  130.000000    1.400000  -149.56132258
  14  14   2    3.200000  130.000000    1.650000  -150.29514752
  14  14   3    3.200000  130.000000    1.900000  -150.57888724
  14  14   4    3.200000  130.000000    2.100000  -150.65822634
  14  14   5    3.200000  130.000000    2.200000  -150.67252467
  14  14   6    3.200000  130.000000    2.250000  -150.67562429
  14  14   7    3.200000  130.000000    2.300000  -150.67664636
  14  14   8    3.200000  130.000000    2.400000  -150.67391176
  14  14   9    3.200000  130.000000    2.500000  -150.66669581
  14  14  10    3.200000  130.000000    2.550000  -150.66195640
  14  14  11    3.200000  130.000000    2.600000  -150.65668958
  14  14  12    3.200000  130.000000    2.700000  -150.64509937
  14  14  13    3.200000  130.000000    2.800000  -150.63277993
  14  14  14    3.200000  130.000000    3.000000  -150.60821813
  14  14  15    3.200000  130.000000    3.250000  -150.58144392
  14  14  16    3.200000  130.000000    3.500000  -150.56233402
  14  14  17    3.200000  130.000000    3.800000  -150.54936881
  14  14  18    3.200000  130.000000    4.200000  -150.54218708
  14  14  19    3.200000  130.000000    4.800000  -150.53884894
  14  14  20    3.200000  130.000000    5.500000  -150.53758113
  14  14  21    3.200000  130.000000    6.500000  -150.53687517
  14  14  22    3.200000  130.000000    7.300000  -150.53666308
  14  14  23    3.200000  130.000000    8.000000  -150.53657361
  14  14  24    3.200000  130.000000    8.800000  -150.53651741
  14  14  25    3.200000  130.000000    9.500000  -150.53648785
  14  14  26    3.200000  130.000000   11.000000  -150.53645315
  14  14  27    3.200000  130.000000   12.500000  -150.53643966
  14  14  28    3.200000  130.000000   14.000000  -150.53642631
  14  14  29    3.200000  130.000000   16.000000  -150.53642068
  14  14  30    3.200000  130.000000   20.000000  -150.53643038
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  14  15   1    3.200000  140.000000    1.400000  -149.55048862
  14  15   2    3.200000  140.000000    1.650000  -150.28799324
  14  15   3    3.200000  140.000000    1.900000  -150.57274038
  14  15   4    3.200000  140.000000    2.100000  -150.65210932
  14  15   5    3.200000  140.000000    2.200000  -150.66629092
  14  15   6    3.200000  140.000000    2.250000  -150.66930941
  14  15   7    3.200000  140.000000    2.300000  -150.67023785
  14  15   8    3.200000  140.000000    2.400000  -150.66728498
  14  15   9    3.200000  140.000000    2.500000  -150.65981872
  14  15  10    3.200000  140.000000    2.550000  -150.65494639
  14  15  11    3.200000  140.000000    2.600000  -150.64954258
  14  15  12    3.200000  140.000000    2.700000  -150.63767497
  14  15  13    3.200000  140.000000    2.800000  -150.62509507
  14  15  14    3.200000  140.000000    3.000000  -150.60014694
  14  15  15    3.200000  140.000000    3.250000  -150.57331322
  14  15  16    3.200000  140.000000    3.500000  -150.55528375
  14  15  17    3.200000  140.000000    3.800000  -150.54469379
  14  15  18    3.200000  140.000000    4.200000  -150.53998540
  14  15  19    3.200000  140.000000    4.800000  -150.53820816
  14  15  20    3.200000  140.000000    5.500000  -150.53740833
  14  15  21    3.200000  140.000000    6.500000  -150.53685336
  14  15  22    3.200000  140.000000    7.300000  -150.53665819
  14  15  23    3.200000  140.000000    8.000000  -150.53657209
  14  15  24    3.200000  140.000000    8.800000  -150.53651680
  14  15  25    3.200000  140.000000    9.500000  -150.53648760
  14  15  26    3.200000  140.000000   11.000000  -150.53645373
  14  15  27    3.200000  140.000000   12.500000  -150.53643998
  14  15  28    3.200000  140.000000   14.000000  -150.53642627
  14  15  29    3.200000  140.000000   16.000000  -150.53642050
  14  15  30    3.200000  140.000000   20.000000  -150.53643038
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  14  16   1    3.200000  150.000000    1.400000  -149.53526717
  14  16   2    3.200000  150.000000    1.650000  -150.27843181
  14  16   3    3.200000  150.000000    1.900000  -150.56504929
  14  16   4    3.200000  150.000000    2.100000  -150.64476060
  14  16   5    3.200000  150.000000    2.200000  -150.65892938
  14  16   6    3.200000  150.000000    2.250000  -150.66191078
  14  16   7    3.200000  150.000000    2.300000  -150.66278536
  14  16   8    3.200000  150.000000    2.400000  -150.65968255
  14  16   9    3.200000  150.000000    2.500000  -150.65202028
  14  16  10    3.200000  150.000000    2.550000  -150.64703544
  14  16  11    3.200000  150.000000    2.600000  -150.64151116
  14  16  12    3.200000  150.000000    2.700000  -150.62938276
  14  16  13    3.200000  150.000000    2.800000  -150.61652909
  14  16  14    3.200000  150.000000    3.000000  -150.59111955
  14  16  15    3.200000  150.000000    3.250000  -150.56415064
  14  16  16    3.200000  150.000000    3.500000  -150.54753114
  14  16  17    3.200000  150.000000    3.800000  -150.53993376
  14  16  18    3.200000  150.000000    4.200000  -150.53788528
  14  16  19    3.200000  150.000000    4.800000  -150.53631484
  14  16  20    3.200000  150.000000    5.500000  -150.53698020
  14  16  21    3.200000  150.000000    6.500000  -150.53679510
  14  16  22    3.200000  150.000000    7.300000  -150.53661346
  14  16  23    3.200000  150.000000    8.000000  -150.53651364
  14  16  24    3.200000  150.000000    8.800000  -150.53644408
  14  16  25    3.200000  150.000000    9.500000  -150.53648792
  14  16  26    3.200000  150.000000   11.000000  -150.53636440
  14  16  27    3.200000  150.000000   12.500000  -150.53634497
  14  16  28    3.200000  150.000000   14.000000  -150.53633493
  14  16  29    3.200000  150.000000   16.000000  -150.53632849
  14  16  30    3.200000  150.000000   20.000000  -150.53643038
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  14  17   1    3.200000  160.000000    1.400000  -149.51731263
  14  17   2    3.200000  160.000000    1.650000  -150.26887200
  14  17   3    3.200000  160.000000    1.900000  -150.55780749
  14  17   4    3.200000  160.000000    2.100000  -150.63799047
  14  17   5    3.200000  160.000000    2.200000  -150.65219711
  14  17   6    3.200000  160.000000    2.250000  -150.65516539
  14  17   7    3.200000  160.000000    2.300000  -150.65600943
  14  17   8    3.200000  160.000000    2.400000  -150.65280148
  14  17   9    3.200000  160.000000    2.500000  -150.64498410
  14  17  10    3.200000  160.000000    2.550000  -150.63990473
  14  17  11    3.200000  160.000000    2.600000  -150.63427493
  14  17  12    3.200000  160.000000    2.700000  -150.62190274
  14  17  13    3.200000  160.000000    2.800000  -150.60876037
  14  17  14    3.200000  160.000000    3.000000  -150.58268966
  14  17  15    3.200000  160.000000    3.250000  -150.55503768
  14  17  16    3.200000  160.000000    3.500000  -150.53999714
  14  17  17    3.200000  160.000000    3.800000  -150.53572547
  14  17  18    3.200000  160.000000    4.200000  -150.53613963
  14  17  19    3.200000  160.000000    4.800000  -150.53649208
  14  17  20    3.200000  160.000000    5.500000  -150.53699443
  14  17  21    3.200000  160.000000    6.500000  -150.53677344
  14  17  22    3.200000  160.000000    7.300000  -150.53659726
  14  17  23    3.200000  160.000000    8.000000  -150.53650300
  14  17  24    3.200000  160.000000    8.800000  -150.53643761
  14  17  25    3.200000  160.000000    9.500000  -150.53640258
  14  17  26    3.200000  160.000000   11.000000  -150.53636268
  14  17  27    3.200000  160.000000   12.500000  -150.53634423
  14  17  28    3.200000  160.000000   14.000000  -150.53633457
  14  17  29    3.200000  160.000000   16.000000  -150.53632836
  14  17  30    3.200000  160.000000   20.000000  -150.53643038
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  14  18   1    3.200000  170.000000    1.400000  -149.50581032
  14  18   2    3.200000  170.000000    1.650000  -150.26209139
  14  18   3    3.200000  170.000000    1.900000  -150.55286688
  14  18   4    3.200000  170.000000    2.100000  -150.63342136
  14  18   5    3.200000  170.000000    2.200000  -150.64767107
  14  18   6    3.200000  170.000000    2.250000  -150.65063852
  14  18   7    3.200000  170.000000    2.300000  -150.65146975
  14  18   8    3.200000  170.000000    2.400000  -150.64820619
  14  18   9    3.200000  170.000000    2.500000  -150.64029949
  14  18  10    3.200000  170.000000    2.550000  -150.63516402
  14  18  11    3.200000  170.000000    2.600000  -150.62947093
