 ab inito points for HO2 Data: 2007/3/17. modifie le 29oct2007: th = 0.0, 180.0   
   n1 n2  n3    r(OH)       th(OOH)      r(OO)      V(MRCI) 
  29  16  21   11.000000  150.000000    6.500000  -150.48730839
  29  16  22   11.000000  150.000000    7.300000  -150.48666968
  29  16  23   11.000000  150.000000    8.000000  -150.48701856
  29  16  24   11.000000  150.000000    8.800000  -150.48701492
  29  16  25   11.000000  150.000000    9.500000  -150.48699067
  29  16  26   11.000000  150.000000   11.000000  -150.48697615
  29  16  27   11.000000  150.000000   12.500000  -150.48695776
  29  16  28   11.000000  150.000000   14.000000  -150.48691798
  29  16  29   11.000000  150.000000   16.000000  -150.48692515
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  29  17   1   11.000000  160.000000    1.400000  -149.52460544
  29  17   2   11.000000  160.000000    1.650000  -150.28654536
  29  17   3   11.000000  160.000000    1.900000  -150.57796047
  29  17   4   11.000000  160.000000    2.100000  -150.65806729
  29  17   5   11.000000  160.000000    2.200000  -150.67184663
  29  17   6   11.000000  160.000000    2.250000  -150.67452013
  29  17   7   11.000000  160.000000    2.300000  -150.67501868
  29  17   8   11.000000  160.000000    2.400000  -150.67097424
  29  17   9   11.000000  160.000000    2.500000  -150.66213306
  29  17  10   11.000000  160.000000    2.550000  -150.65647332
  29  17  11   11.000000  160.000000    2.600000  -150.65021713
  29  17  12   11.000000  160.000000    2.700000  -150.63645076
  29  17  13   11.000000  160.000000    2.800000  -150.62171093
  29  17  14   11.000000  160.000000    3.000000  -150.59167612
  29  17  15   11.000000  160.000000    3.250000  -150.55691284
  29  17  16   11.000000  160.000000    3.500000  -150.52852605
  29  17  17   11.000000  160.000000    3.800000  -150.50389517
  29  17  18   11.000000  160.000000    4.200000  -150.49490735
  29  17  19   11.000000  160.000000    4.800000  -150.48988575
  29  17  20   11.000000  160.000000    5.500000  -150.48797094
  29  17  21   11.000000  160.000000    6.500000  -150.48730832
  29  17  22   11.000000  160.000000    7.300000  -150.48707483
  29  17  23   11.000000  160.000000    8.000000  -150.48701869
  29  17  24   11.000000  160.000000    8.800000  -150.48701607
  29  17  25   11.000000  160.000000    9.500000  -150.48701279
  29  17  26   11.000000  160.000000   11.000000  -150.48697552
  29  17  27   11.000000  160.000000   12.500000  -150.48695843
  29  17  28   11.000000  160.000000   14.000000  -150.48692161
  29  17  29   11.000000  160.000000   16.000000  -150.48691472
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  29  18   1   11.000000  170.000000    1.400000  -149.52460427
  29  18   2   11.000000  170.000000    1.650000  -150.28654502
  29  18   3   11.000000  170.000000    1.900000  -150.57796025
  29  18   4   11.000000  170.000000    2.100000  -150.65806723
  29  18   5   11.000000  170.000000    2.200000  -150.67184661
  29  18   6   11.000000  170.000000    2.250000  -150.67452012
  29  18   7   11.000000  170.000000    2.300000  -150.67501869
  29  18   8   11.000000  170.000000    2.400000  -150.67097426
  29  18   9   11.000000  170.000000    2.500000  -150.66213304
  29  18  10   11.000000  170.000000    2.550000  -150.65647332
  29  18  11   11.000000  170.000000    2.600000  -150.65021713
  29  18  12   11.000000  170.000000    2.700000  -150.63645073
  29  18  13   11.000000  170.000000    2.800000  -150.62171087
  29  18  14   11.000000  170.000000    3.000000  -150.59167617
  29  18  15   11.000000  170.000000    3.250000  -150.55691282
  29  18  16   11.000000  170.000000    3.500000  -150.52852575
  29  18  17   11.000000  170.000000    3.800000  -150.50389284
  29  18  18   11.000000  170.000000    4.200000  -150.49490732
  29  18  19   11.000000  170.000000    4.800000  -150.48988558
  29  18  20   11.000000  170.000000    5.500000  -150.48797175
  29  18  21   11.000000  170.000000    6.500000  -150.48730799
  29  18  22   11.000000  170.000000    7.300000  -150.48708337
  29  18  23   11.000000  170.000000    8.000000  -150.48661262
  29  18  24   11.000000  170.000000    8.800000  -150.48701564
  29  18  25   11.000000  170.000000    9.500000  -150.48673495
  29  18  26   11.000000  170.000000   11.000000  -150.48697509
  29  18  27   11.000000  170.000000   12.500000  -150.48696041
  29  18  28   11.000000  170.000000   14.000000  -150.48692044
  29  18  29   11.000000  170.000000   16.000000  -150.48691587
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  29  19   1   11.000000  180.000000    1.400000  -149.52460128
  29  19   2   11.000000  180.000000    1.650000  -150.28654215
  29  19   3   11.000000  180.000000    1.900000  -150.57795752
  29  19   4   11.000000  180.000000    2.100000  -150.65806478
  29  19   5   11.000000  180.000000    2.200000  -150.67184432
  29  19   6   11.000000  180.000000    2.250000  -150.67451792
  29  19   7   11.000000  180.000000    2.300000  -150.67501657
  29  19   8   11.000000  180.000000    2.400000  -150.67097206
  29  19   9   11.000000  180.000000    2.500000  -150.66213134
  29  19  10   11.000000  180.000000    2.550000  -150.65647172
  29  19  11   11.000000  180.000000    2.600000  -150.65021568
  29  19  12   11.000000  180.000000    2.700000  -150.63644928
  29  19  13   11.000000  180.000000    2.800000  -150.62170963
  29  19  14   11.000000  180.000000    3.000000  -150.59167523
  29  19  15   11.000000  180.000000    3.250000  -150.55691089
  29  19  16   11.000000  180.000000    3.500000  -150.52832791
  29  19  17   11.000000  180.000000    3.800000  -150.50421888
  29  19  18   11.000000  180.000000    4.200000  -150.49494679
  29  19  19   11.000000  180.000000    4.800000  -150.48993647
  29  19  20   11.000000  180.000000    5.500000  -150.48727247
  29  19  21   11.000000  180.000000    6.500000  -150.48736298
  29  19  22   11.000000  180.000000    7.300000  -150.48723035
  29  19  23   11.000000  180.000000    8.000000  -150.48714017
  29  19  24   11.000000  180.000000    8.800000  -150.48707483
  29  19  25   11.000000  180.000000    9.500000  -150.48703924
  29  19  26   11.000000  180.000000   11.000000  -150.48700107
  29  19  27   11.000000  180.000000   12.500000  -150.48698574
  29  19  28   11.000000  180.000000   14.000000  -150.48692220
  29  19  29   11.000000  180.000000   16.000000  -150.48691791
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30   1   1   13.000000    0.000000    1.400000  -149.52460062
  30   1   2   13.000000    0.000000    1.650000  -150.28654330
  30   1   3   13.000000    0.000000    1.720000  -150.39996814
  30   1   4   13.000000    0.000000    1.810000  -150.50594020
  30   1   5   13.000000    0.000000    1.900000  -150.57795976
  30   1   6   13.000000    0.000000    2.100000  -150.65806767
  30   1   7   13.000000    0.000000    2.200000  -150.67184757
  30   1   8   13.000000    0.000000    2.250000  -150.67452137
  30   1   9   13.000000    0.000000    2.300000  -150.67502021
  30   1  10   13.000000    0.000000    2.400000  -150.67097635
  30   1  11   13.000000    0.000000    2.500000  -150.66213604
  30   1  12   13.000000    0.000000    2.550000  -150.65647651
  30   1  13   13.000000    0.000000    2.600000  -150.65022066
  30   1  14   13.000000    0.000000    2.700000  -150.63645528
  30   1  15   13.000000    0.000000    2.800000  -150.62171641
  30   1  16   13.000000    0.000000    3.000000  -150.59168330
  30   1  17   13.000000    0.000000    3.250000  -150.55692187
  30   1  18   13.000000    0.000000    3.500000  -150.52854010
  30   1  19   13.000000    0.000000    3.800000  -150.50391295
  30   1  20   13.000000    0.000000    4.200000  -150.49493078
  30   1  21   13.000000    0.000000    4.800000  -150.48992305
  30   1  22   13.000000    0.000000    5.500000  -150.48815717
  30   1  23   13.000000    0.000000    6.500000  -150.48745128
  30   1  24   13.000000    0.000000    7.300000  -150.48789555
  30   1  25   13.000000    0.000000    8.000000  -150.48579432
  30   1  26   13.000000    0.000000    8.800000  -150.49666300
  30   1  27   13.000000    0.000000    9.500000  -150.51836721
  30   1  28   13.000000    0.000000   11.000000  -150.64942753
  30   1  29   13.000000    0.000000   12.500000  -100.00000000
  30   1  30   13.000000    0.000000   14.000000  -150.04035024
  30   1  31   13.000000    0.000000   16.000000  -150.55207781
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30   2   1   13.000000   10.000000    1.400000  -149.52460077
  30   2   2   13.000000   10.000000    1.650000  -150.28654332
  30   2   3   13.000000   10.000000    1.720000  -150.39996814
  30   2   4   13.000000   10.000000    1.810000  -150.50594017
  30   2   5   13.000000   10.000000    1.900000  -150.57795970
  30   2   6   13.000000   10.000000    2.100000  -150.65806754
  30   2   7   13.000000   10.000000    2.200000  -150.67184740
  30   2   8   13.000000   10.000000    2.250000  -150.67452118
  30   2   9   13.000000   10.000000    2.300000  -150.67502000
  30   2  10   13.000000   10.000000    2.400000  -150.67097611
  30   2  11   13.000000   10.000000    2.500000  -150.66213576
  30   2  12   13.000000   10.000000    2.550000  -150.65647620
  30   2  13   13.000000   10.000000    2.600000  -150.65022033
  30   2  14   13.000000   10.000000    2.700000  -150.63645489
  30   2  15   13.000000   10.000000    2.800000  -150.62171600
  30   2  16   13.000000   10.000000    3.000000  -150.59168274
  30   2  17   13.000000   10.000000    3.250000  -150.55692149
  30   2  18   13.000000   10.000000    3.500000  -150.52853884
  30   2  19   13.000000   10.000000    3.800000  -150.50391168
  30   2  20   13.000000   10.000000    4.200000  -150.49492881
  30   2  21   13.000000   10.000000    4.800000  -150.48991968
  30   2  22   13.000000   10.000000    5.500000  -150.48815292
  30   2  23   13.000000   10.000000    6.500000  -150.48729895
  30   2  24   13.000000   10.000000    7.300000  -150.48769285
  30   2  25   13.000000   10.000000    8.000000  -150.48857288
  30   2  26   13.000000   10.000000    8.800000  -150.48412538
  30   2  27   13.000000   10.000000    9.500000  -150.50059531
  30   2  28   13.000000   10.000000   11.000000  -150.56200115
  30   2  29   13.000000   10.000000   12.500000  -150.62555605
  30   2  30   13.000000   10.000000   14.000000  -150.59570899
  30   2  31   13.000000   10.000000   16.000000  -150.50274884
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30   3   1   13.000000   20.000000    1.400000  -149.52460119
  30   3   2   13.000000   20.000000    1.650000  -150.28654325
  30   3   3   13.000000   20.000000    1.720000  -150.39996803
  30   3   4   13.000000   20.000000    1.810000  -150.50593998
  30   3   5   13.000000   20.000000    1.900000  -150.57795943
  30   3   6   13.000000   20.000000    2.100000  -150.65806708
  30   3   7   13.000000   20.000000    2.200000  -150.67184686
  30   3   8   13.000000   20.000000    2.250000  -150.67452057
  30   3   9   13.000000   20.000000    2.300000  -150.67501935
  30   3  10   13.000000   20.000000    2.400000  -150.67097534
  30   3  11   13.000000   20.000000    2.500000  -150.66213488
  30   3  12   13.000000   20.000000    2.550000  -150.65647526
  30   3  13   13.000000   20.000000    2.600000  -150.65021934
  30   3  14   13.000000   20.000000    2.700000  -150.63645379
  30   3  15   13.000000   20.000000    2.800000  -150.62171475
  30   3  16   13.000000   20.000000    3.000000  -150.59168119
  30   3  17   13.000000   20.000000    3.250000  -150.55691911
  30   3  18   13.000000   20.000000    3.500000  -150.52853584
  30   3  19   13.000000   20.000000    3.800000  -150.50390847
  30   3  20   13.000000   20.000000    4.200000  -150.49492413
  30   3  21   13.000000   20.000000    4.800000  -150.48991162
  30   3  22   13.000000   20.000000    5.500000  -150.48801524
  30   3  23   13.000000   20.000000    6.500000  -150.48712389
  30   3  24   13.000000   20.000000    7.300000  -150.48734520
  30   3  25   13.000000   20.000000    8.000000  -150.48750197
  30   3  26   13.000000   20.000000    8.800000  -150.48794461
  30   3  27   13.000000   20.000000    9.500000  -150.48880025
  30   3  28   13.000000   20.000000   11.000000  -150.48414888
  30   3  29   13.000000   20.000000   12.500000  -150.48316108
  30   3  30   13.000000   20.000000   14.000000  -150.48498601
  30   3  31   13.000000   20.000000   16.000000  -150.48762404
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30   4   1   13.000000   30.000000    1.400000  -149.52460134
  30   4   2   13.000000   30.000000    1.650000  -150.28654298
  30   4   3   13.000000   30.000000    1.720000  -150.39996770
  30   4   4   13.000000   30.000000    1.810000  -150.50593958
  30   4   5   13.000000   30.000000    1.900000  -150.57795894
  30   4   6   13.000000   30.000000    2.100000  -150.65806636
  30   4   7   13.000000   30.000000    2.200000  -150.67184600
  30   4   8   13.000000   30.000000    2.250000  -150.67451965
  30   4   9   13.000000   30.000000    2.300000  -150.67501836
  30   4  10   13.000000   30.000000    2.400000  -150.67097422
  30   4  11   13.000000   30.000000    2.500000  -150.66213362
  30   4  12   13.000000   30.000000    2.550000  -150.65647392
  30   4  13   13.000000   30.000000    2.600000  -150.65021793
  30   4  14   13.000000   30.000000    2.700000  -150.63645222
  30   4  15   13.000000   30.000000    2.800000  -150.62171302
  30   4  16   13.000000   30.000000    3.000000  -150.59167909
  30   4  17   13.000000   30.000000    3.250000  -150.55691639
  30   4  18   13.000000   30.000000    3.500000  -150.52853320
  30   4  19   13.000000   30.000000    3.800000  -150.50390457
  30   4  20   13.000000   30.000000    4.200000  -150.49491866
  30   4  21   13.000000   30.000000    4.800000  -150.48990265
  30   4  22   13.000000   30.000000    5.500000  -150.48811592
  30   4  23   13.000000   30.000000    6.500000  -150.48696612
  30   4  24   13.000000   30.000000    7.300000  -150.48710162
  30   4  25   13.000000   30.000000    8.000000  -150.48708226
  30   4  26   13.000000   30.000000    8.800000  -150.48707448
  30   4  27   13.000000   30.000000    9.500000  -150.48707190
  30   4  28   13.000000   30.000000   11.000000  -150.48697253
  30   4  29   13.000000   30.000000   12.500000  -150.48705947
  30   4  30   13.000000   30.000000   14.000000  -150.48698683
  30   4  31   13.000000   30.000000   16.000000  -150.48698751
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30   5   1   13.000000   40.000000    1.400000  -149.52460096
  30   5   2   13.000000   40.000000    1.650000  -150.28654246
  30   5   3   13.000000   40.000000    1.720000  -150.39996714
  30   5   4   13.000000   40.000000    1.810000  -150.50593896
  30   5   5   13.000000   40.000000    1.900000  -150.57795824
  30   5   6   13.000000   40.000000    2.100000  -150.65806545
  30   5   7   13.000000   40.000000    2.200000  -150.67184497
  30   5   8   13.000000   40.000000    2.250000  -150.67451856
  30   5   9   13.000000   40.000000    2.300000  -150.67501720
  30   5  10   13.000000   40.000000    2.400000  -150.67097292
  30   5  11   13.000000   40.000000    2.500000  -150.66213217
  30   5  12   13.000000   40.000000    2.550000  -150.65647241
  30   5  13   13.000000   40.000000    2.600000  -150.65021634
  30   5  14   13.000000   40.000000    2.700000  -150.63645047
  30   5  15   13.000000   40.000000    2.800000  -150.62171111
  30   5  16   13.000000   40.000000    3.000000  -150.59167684
  30   5  17   13.000000   40.000000    3.250000  -150.55691365
  30   5  18   13.000000   40.000000    3.500000  -150.52853002
  30   5  19   13.000000   40.000000    3.800000  -150.50390084
  30   5  20   13.000000   40.000000    4.200000  -150.49491374
  30   5  21   13.000000   40.000000    4.800000  -150.48989508
  30   5  22   13.000000   40.000000    5.500000  -150.48810769
  30   5  23   13.000000   40.000000    6.500000  -150.48724004
  30   5  24   13.000000   40.000000    7.300000  -150.48707710
  30   5  25   13.000000   40.000000    8.000000  -150.48700847
  30   5  26   13.000000   40.000000    8.800000  -150.48701965
  30   5  27   13.000000   40.000000    9.500000  -150.48699500
  30   5  28   13.000000   40.000000   11.000000  -150.48696552
  30   5  29   13.000000   40.000000   12.500000  -150.48693234
  30   5  30   13.000000   40.000000   14.000000  -150.48691360
  30   5  31   13.000000   40.000000   16.000000  -150.48692530
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30   6   1   13.000000   50.000000    1.400000  -149.52460004
  30   6   2   13.000000   50.000000    1.650000  -150.28654175
  30   6   3   13.000000   50.000000    1.720000  -150.39996642
  30   6   4   13.000000   50.000000    1.810000  -150.50593820
  30   6   5   13.000000   50.000000    1.900000  -150.57795743
  30   6   6   13.000000   50.000000    2.100000  -150.65806449
  30   6   7   13.000000   50.000000    2.200000  -150.67184391
  30   6   8   13.000000   50.000000    2.250000  -150.67451745
  30   6   9   13.000000   50.000000    2.300000  -150.67501604
  30   6  10   13.000000   50.000000    2.400000  -150.67097164
  30   6  11   13.000000   50.000000    2.500000  -150.66213077
  30   6  12   13.000000   50.000000    2.550000  -150.65647094
  30   6  13   13.000000   50.000000    2.600000  -150.65021481
  30   6  14   13.000000   50.000000    2.700000  -150.63644881
  30   6  15   13.000000   50.000000    2.800000  -150.62170930
  30   6  16   13.000000   50.000000    3.000000  -150.59167471
  30   6  17   13.000000   50.000000    3.250000  -150.55691161
  30   6  18   13.000000   50.000000    3.500000  -150.52852724
  30   6  19   13.000000   50.000000    3.800000  -150.50389802
  30   6  20   13.000000   50.000000    4.200000  -150.49490993
  30   6  21   13.000000   50.000000    4.800000  -150.48988982
  30   6  22   13.000000   50.000000    5.500000  -150.48809477
  30   6  23   13.000000   50.000000    6.500000  -150.48722771
  30   6  24   13.000000   50.000000    7.300000  -150.48712916
  30   6  25   13.000000   50.000000    8.000000  -150.48705412
  30   6  26   13.000000   50.000000    8.800000  -150.48700133
  30   6  27   13.000000   50.000000    9.500000  -150.48697349
  30   6  28   13.000000   50.000000   11.000000  -150.48694243
  30   6  29   13.000000   50.000000   12.500000  -150.48692946
  30   6  30   13.000000   50.000000   14.000000  -150.48691689
  30   6  31   13.000000   50.000000   16.000000  -150.48691794
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30   7   1   13.000000   60.000000    1.400000  -149.52459885
  30   7   2   13.000000   60.000000    1.650000  -150.28654100
  30   7   3   13.000000   60.000000    1.720000  -150.39996567
  30   7   4   13.000000   60.000000    1.810000  -150.50593744
  30   7   5   13.000000   60.000000    1.900000  -150.57795665
  30   7   6   13.000000   60.000000    2.100000  -150.65806361
  30   7   7   13.000000   60.000000    2.200000  -150.67184296
  30   7   8   13.000000   60.000000    2.250000  -150.67451645
  30   7   9   13.000000   60.000000    2.300000  -150.67501500
  30   7  10   13.000000   60.000000    2.400000  -150.67097052
  30   7  11   13.000000   60.000000    2.500000  -150.66212956
  30   7  12   13.000000   60.000000    2.550000  -150.65646969
  30   7  13   13.000000   60.000000    2.600000  -150.65021350
  30   7  14   13.000000   60.000000    2.700000  -150.63644740
  30   7  15   13.000000   60.000000    2.800000  -150.62170780
  30   7  16   13.000000   60.000000    3.000000  -150.59167301
  30   7  17   13.000000   60.000000    3.250000  -150.55690920
  30   7  18   13.000000   60.000000    3.500000  -150.52852579
  30   7  19   13.000000   60.000000    3.800000  -150.50389559
  30   7  20   13.000000   60.000000    4.200000  -150.49490717
  30   7  21   13.000000   60.000000    4.800000  -150.48988633
  30   7  22   13.000000   60.000000    5.500000  -150.48809673
  30   7  23   13.000000   60.000000    6.500000  -150.48722180
  30   7  24   13.000000   60.000000    7.300000  -150.48712438
  30   7  25   13.000000   60.000000    8.000000  -150.48704464
  30   7  26   13.000000   60.000000    8.800000  -150.48699315
  30   7  27   13.000000   60.000000    9.500000  -150.48696484
  30   7  28   13.000000   60.000000   11.000000  -150.48693619
  30   7  29   13.000000   60.000000   12.500000  -150.48691785
  30   7  30   13.000000   60.000000   14.000000  -150.48691924
  30   7  31   13.000000   60.000000   16.000000  -150.48689523
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30   8   1   13.000000   70.000000    1.400000  -149.52459770
  30   8   2   13.000000   70.000000    1.650000  -150.28654035
  30   8   3   13.000000   70.000000    1.720000  -150.39996502
  30   8   4   13.000000   70.000000    1.810000  -150.50593678
  30   8   5   13.000000   70.000000    1.900000  -150.57795598
  30   8   6   13.000000   70.000000    2.100000  -150.65806287
  30   8   7   13.000000   70.000000    2.200000  -150.67184218
  30   8   8   13.000000   70.000000    2.250000  -150.67451566
  30   8   9   13.000000   70.000000    2.300000  -150.67501417
  30   8  10   13.000000   70.000000    2.400000  -150.67096962
  30   8  11   13.000000   70.000000    2.500000  -150.66212862
  30   8  12   13.000000   70.000000    2.550000  -150.65646871
  30   8  13   13.000000   70.000000    2.600000  -150.65021250
  30   8  14   13.000000   70.000000    2.700000  -150.63644633
  30   8  15   13.000000   70.000000    2.800000  -150.62170666
  30   8  16   13.000000   70.000000    3.000000  -150.59167175
  30   8  17   13.000000   70.000000    3.250000  -150.55691017
  30   8  18   13.000000   70.000000    3.500000  -150.52852408
  30   8  19   13.000000   70.000000    3.800000  -150.50389380
  30   8  20   13.000000   70.000000    4.200000  -150.49490526
  30   8  21   13.000000   70.000000    4.800000  -150.48988415
  30   8  22   13.000000   70.000000    5.500000  -150.48809004
  30   8  23   13.000000   70.000000    6.500000  -150.48721882
  30   8  24   13.000000   70.000000    7.300000  -150.48712112
  30   8  25   13.000000   70.000000    8.000000  -150.48697925
  30   8  26   13.000000   70.000000    8.800000  -150.48699054
  30   8  27   13.000000   70.000000    9.500000  -150.48693616
  30   8  28   13.000000   70.000000   11.000000  -150.48693409
  30   8  29   13.000000   70.000000   12.500000  -150.48691618
  30   8  30   13.000000   70.000000   14.000000  -150.48691811
  30   8  31   13.000000   70.000000   16.000000  -150.48691342
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30   9   1   13.000000   80.000000    1.400000  -149.52459693
  30   9   2   13.000000   80.000000    1.650000  -150.28653986
  30   9   3   13.000000   80.000000    1.720000  -150.39996453
  30   9   4   13.000000   80.000000    1.810000  -150.50593629
  30   9   5   13.000000   80.000000    1.900000  -150.57795547
  30   9   6   13.000000   80.000000    2.100000  -150.65806233
  30   9   7   13.000000   80.000000    2.200000  -150.67184161
  30   9   8   13.000000   80.000000    2.250000  -150.67451506
  30   9   9   13.000000   80.000000    2.300000  -150.67501357
  30   9  10   13.000000   80.000000    2.400000  -150.67096899
  30   9  11   13.000000   80.000000    2.500000  -150.66212792
  30   9  12   13.000000   80.000000    2.550000  -150.65646801
  30   9  13   13.000000   80.000000    2.600000  -150.65021177
  30   9  14   13.000000   80.000000    2.700000  -150.63644557
  30   9  15   13.000000   80.000000    2.800000  -150.62170585
  30   9  16   13.000000   80.000000    3.000000  -150.59167087
  30   9  17   13.000000   80.000000    3.250000  -150.55690699
  30   9  18   13.000000   80.000000    3.500000  -150.52852228
  30   9  19   13.000000   80.000000    3.800000  -150.50389272
  30   9  20   13.000000   80.000000    4.200000  -150.49490402
  30   9  21   13.000000   80.000000    4.800000  -150.48988283
  30   9  22   13.000000   80.000000    5.500000  -150.48808686
  30   9  23   13.000000   80.000000    6.500000  -150.48721734
  30   9  24   13.000000   80.000000    7.300000  -150.48711813
  30   9  25   13.000000   80.000000    8.000000  -150.48704243
  30   9  26   13.000000   80.000000    8.800000  -150.48699020
  30   9  27   13.000000   80.000000    9.500000  -150.48696196
  30   9  28   13.000000   80.000000   11.000000  -150.48693341
  30   9  29   13.000000   80.000000   12.500000  -150.48691563
  30   9  30   13.000000   80.000000   14.000000  -150.48691784
  30   9  31   13.000000   80.000000   16.000000  -150.48692944
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30  10   1   13.000000   90.000000    1.400000  -149.52459657
  30  10   2   13.000000   90.000000    1.650000  -150.28653954
  30  10   3   13.000000   90.000000    1.720000  -150.39996421
  30  10   4   13.000000   90.000000    1.810000  -150.50593595
  30  10   5   13.000000   90.000000    1.900000  -150.57795513
  30  10   6   13.000000   90.000000    2.100000  -150.65806196
  30  10   7   13.000000   90.000000    2.200000  -150.67184122
  30  10   8   13.000000   90.000000    2.250000  -150.67451467
  30  10   9   13.000000   90.000000    2.300000  -150.67501316
  30  10  10   13.000000   90.000000    2.400000  -150.67096856
  30  10  11   13.000000   90.000000    2.500000  -150.66212747
  30  10  12   13.000000   90.000000    2.550000  -150.65646755
  30  10  13   13.000000   90.000000    2.600000  -150.65021130
  30  10  14   13.000000   90.000000    2.700000  -150.63644508
  30  10  15   13.000000   90.000000    2.800000  -150.62170533
  30  10  16   13.000000   90.000000    3.000000  -150.59167029
  30  10  17   13.000000   90.000000    3.250000  -150.55690641
  30  10  18   13.000000   90.000000    3.500000  -150.52852199
  30  10  19   13.000000   90.000000    3.800000  -150.50389166
  30  10  20   13.000000   90.000000    4.200000  -150.49490326
  30  10  21   13.000000   90.000000    4.800000  -150.48988205
  30  10  22   13.000000   90.000000    5.500000  -150.48798147
  30  10  23   13.000000   90.000000    6.500000  -150.48721660
  30  10  24   13.000000   90.000000    7.300000  -150.48711970
  30  10  25   13.000000   90.000000    8.000000  -150.48697728
  30  10  26   13.000000   90.000000    8.800000  -150.48698798
  30  10  27   13.000000   90.000000    9.500000  -150.48693461
  30  10  28   13.000000   90.000000   11.000000  -150.48692035
  30  10  29   13.000000   90.000000   12.500000  -150.48691542
  30  10  30   13.000000   90.000000   14.000000  -150.48691763
  30  10  31   13.000000   90.000000   16.000000  -150.48691509
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30  11   1   13.000000  100.000000    1.400000  -149.52459657
  30  11   2   13.000000  100.000000    1.650000  -150.28653937
  30  11   3   13.000000  100.000000    1.720000  -150.39996402
  30  11   4   13.000000  100.000000    1.810000  -150.50593576
  30  11   5   13.000000  100.000000    1.900000  -150.57795492
  30  11   6   13.000000  100.000000    2.100000  -150.65806174
  30  11   7   13.000000  100.000000    2.200000  -150.67184098
  30  11   8   13.000000  100.000000    2.250000  -150.67451442
  30  11   9   13.000000  100.000000    2.300000  -150.67501291
  30  11  10   13.000000  100.000000    2.400000  -150.67096830
  30  11  11   13.000000  100.000000    2.500000  -150.66212722
  30  11  12   13.000000  100.000000    2.550000  -150.65646727
  30  11  13   13.000000  100.000000    2.600000  -150.65021101
  30  11  14   13.000000  100.000000    2.700000  -150.63644478
  30  11  15   13.000000  100.000000    2.800000  -150.62170502
  30  11  16   13.000000  100.000000    3.000000  -150.59166995
  30  11  17   13.000000  100.000000    3.250000  -150.55690595
  30  11  18   13.000000  100.000000    3.500000  -150.52852190
  30  11  19   13.000000  100.000000    3.800000  -150.50389122
  30  11  20   13.000000  100.000000    4.200000  -150.49490281
  30  11  21   13.000000  100.000000    4.800000  -150.48988156
  30  11  22   13.000000  100.000000    5.500000  -150.48808530
  30  11  23   13.000000  100.000000    6.500000  -150.48721622
  30  11  24   13.000000  100.000000    7.300000  -150.48711711
  30  11  25   13.000000  100.000000    8.000000  -150.48697698
  30  11  26   13.000000  100.000000    8.800000  -150.48698761
  30  11  27   13.000000  100.000000    9.500000  -150.48696136
  30  11  28   13.000000  100.000000   11.000000  -150.48693295
  30  11  29   13.000000  100.000000   12.500000  -150.48692187
  30  11  30   13.000000  100.000000   14.000000  -150.48691746
  30  11  31   13.000000  100.000000   16.000000  -150.48691252
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30  12   1   13.000000  110.000000    1.400000  -149.52459674
  30  12   2   13.000000  110.000000    1.650000  -150.28653929
  30  12   3   13.000000  110.000000    1.720000  -150.39996393
  30  12   4   13.000000  110.000000    1.810000  -150.50593566
  30  12   5   13.000000  110.000000    1.900000  -150.57795481
  30  12   6   13.000000  110.000000    2.100000  -150.65806161
  30  12   7   13.000000  110.000000    2.200000  -150.67184086
  30  12   8   13.000000  110.000000    2.250000  -150.67451430
  30  12   9   13.000000  110.000000    2.300000  -150.67501278
  30  12  10   13.000000  110.000000    2.400000  -150.67096815
  30  12  11   13.000000  110.000000    2.500000  -150.66212707
  30  12  12   13.000000  110.000000    2.550000  -150.65646712
  30  12  13   13.000000  110.000000    2.600000  -150.65021087
  30  12  14   13.000000  110.000000    2.700000  -150.63644462
  30  12  15   13.000000  110.000000    2.800000  -150.62170485
  30  12  16   13.000000  110.000000    3.000000  -150.59166977
  30  12  17   13.000000  110.000000    3.250000  -150.55690590
  30  12  18   13.000000  110.000000    3.500000  -150.52852122
  30  12  19   13.000000  110.000000    3.800000  -150.50389097
  30  12  20   13.000000  110.000000    4.200000  -150.49490253
  30  12  21   13.000000  110.000000    4.800000  -150.48988127
  30  12  22   13.000000  110.000000    5.500000  -150.48798077
  30  12  23   13.000000  110.000000    6.500000  -150.48721600
  30  12  24   13.000000  110.000000    7.300000  -150.48711763
  30  12  25   13.000000  110.000000    8.000000  -150.48697682
  30  12  26   13.000000  110.000000    8.800000  -150.48698681
  30  12  27   13.000000  110.000000    9.500000  -150.48696096
  30  12  28   13.000000  110.000000   11.000000  -150.48693279
